ASX All Ordinaries Index (xAORD)
Dailyprices from 19-Nov-2019 to 19-Nov-2024
Currency: AUD
Date,Close,Open,High,Low,
19-Nov-2024,8629.2,8556.9,8700.5,8556.3
18-Nov-2024,8554.4455,8539,8571.1,8500.2
15-Nov-2024,8538.9767,8479.9,8539,8479.9
14-Nov-2024,8479.8646,8450.9,8492.1,8450.9
13-Nov-2024,8450.8662,8515.2,8515.2,8401.9
12-Nov-2024,8515.1868,8518.9,8518.9,8469.9
11-Nov-2024,8518.8696,8552.6,8552.6,8502.4
08-Nov-2024,8552.5718,8481.6,8580,8481.6
07-Nov-2024,8481.6226,8456,8489.9,8405.2
06-Nov-2024,8456.0481,8387.8,8481.4,8387.8
05-Nov-2024,8387.7631,8422.8,8423.1,8369.8
04-Nov-2024,8422.7606,8379.7,8437.3,8379.7
01-Nov-2024,8379.6512,8422.1,8422.1,8323.9
31-Oct-2024,8422.0905,8439.5,8444.2,8391.8
30-Oct-2024,8439.4601,8505.9,8515.1,8427.9
29-Oct-2024,8505.865,8478.2,8528.2,8478.2
28-Oct-2024,8478.1774,8467.3,8485.1,8454.8
25-Oct-2024,8467.3046,8453.9,8504.4,8453.9
24-Oct-2024,8453.8949,8476.3,8494.9,8437.8
23-Oct-2024,8476.319,8469,8495.8,8460.8
22-Oct-2024,8469.0053,8604.1,8604.1,8465.9
21-Oct-2024,8604.1261,8551.9,8618.1,8551.9
18-Oct-2024,8551.1917,8624.1,8624.1,8530.4
17-Oct-2024,8624.0936,8556.6,8654.7,8556.6
16-Oct-2024,8556.5652,8598.6,8598.6,8552.6
15-Oct-2024,8598.5937,8529.5,8608.2,8529.5
14-Oct-2024,8529.543,8491.5,8547.7,8491.5
11-Oct-2024,8491.4938,8498.7,8505,8478.3
10-Oct-2024,8498.6763,8456.8,8515.2,8456.8
09-Oct-2024,8456.7875,8443.7,8496.5,8441.3
08-Oct-2024,8443.7118,8479,8495.3,8429.4
07-Oct-2024,8479.0091,8416.6,8483.6,8416.6
04-Oct-2024,8416.5843,8474.3,8474.3,8373.7
03-Oct-2024,8474.3294,8469.9,8493.2,8454.9
02-Oct-2024,8469.9174,8481.9,8487.3,8448
01-Oct-2024,8481.8948,8538.4,8538.4,8460.9
30-Sep-2024,8538.4341,8476.8,8552.6,8476.8
27-Sep-2024,8476.7743,8462.8,8487.8,8462.8
26-Sep-2024,8462.7717,8372.8,8464.8,8372.8
25-Sep-2024,8372.7506,8385.1,8424.8,8361.4
24-Sep-2024,8385.1372,8384.2,8407.9,8350.5
23-Sep-2024,8384.1758,8437.2,8437.2,8359
20-Sep-2024,8437.22,8417,8474.1,8415.8
19-Sep-2024,8417.0441,8364.3,8425.4,8355.7
18-Sep-2024,8364.2667,8361.2,8375.6,8335.6
17-Sep-2024,8361.2313,8341.1,8371.8,8341.1
16-Sep-2024,8341.0544,8323.5,8366.4,8323.5
13-Sep-2024,8323.5263,8293.1,8362.2,8293.1
12-Sep-2024,8293.148,8195.2,8296.4,8188.2
11-Sep-2024,8195.1925,8217,8229.9,8171.9
10-Sep-2024,8216.9751,8191.9,8259.7,8191.9
09-Sep-2024,8191.8616,8214.8,8214.8,8118.4
06-Sep-2024,8214.8467,8187.7,8232.3,8187.7
05-Sep-2024,8187.6518,8157,8198.2,8157
04-Sep-2024,8157.0127,8322.7,8322.7,8136.5
03-Sep-2024,8322.6762,8330.8,8331,8296.3
02-Sep-2024,8330.8444,8316.3,8337.5,8267.3
30-Aug-2024,8316.6672,8263.6,8316.7,8263.6
29-Aug-2024,8263.5603,8291.3,8291.3,8237.1
28-Aug-2024,8291.3292,8297.1,8297.1,8235.7
27-Aug-2024,8297.1082,8311.5,8329.9,8288
26-Aug-2024,8311.461,8249.1,8317.5,8249.1
23-Aug-2024,8249.1337,8258.1,8258.1,8218.8
22-Aug-2024,8258.0795,8234,8268.7,8234
21-Aug-2024,8234.0343,8207.6,8234,8168.6
20-Aug-2024,8207.5812,8194.8,8235.4,8194.8
19-Aug-2024,8194.7778,8189.9,8207.2,8167.7
16-Aug-2024,8189.8652,8083.8,8196.5,8083.8
15-Aug-2024,8083.7803,8070.2,8118.3,8066.6
14-Aug-2024,8070.2475,8042.2,8130.7,8042.2
13-Aug-2024,8042.2454,8028.5,8050.9,8018.2
12-Aug-2024,8028.5362,7990.7,8048.9,7990.7
09-Aug-2024,7990.7252,7886.5,8004.9,7886.5
08-Aug-2024,7886.517,7913.1,7913.1,7855.3
07-Aug-2024,7913.1498,7890.1,7950.3,7852.9
